District,Date,Operator,Lease/Facility Name,Lease/ID,API#,Drill Permit #,Well #,Field Name,County,Fire,H2S,Injuries,Deaths,Remarks
2,7/12/90,"CAMPBELL, DUDLEY T.",-0-,,,,1,Wildcat,Refugio,N,N,0.0,0.0,
7B,7/11/90,K.O.C. CORPORATION,Pearce Holland,16541.0,,,2,Pardue (Ellenburger),Fisher,N,N,0.0,0.0,Well was shut-in
1,7/5/90,"HYDROEX, INC.",Patty Thompson Unit I,12579.0,,,1,Pearsall (Austin Chalk),Frio,Y,N,3.0,2.0,
1,7/2/90,"VOMELA RESOURCES, INC.",Groves Unit,4257.0,,,1,Mt. Eden (Carrizo-Wilcox),Gonzales,N,N,0.0,0.0,
3,6/25/90,PHILLIPS PETROLEUM COMPANY,Grigar,,,370002.0,1,Orchard,Fort Bend,N,N,0.0,0.0,
6,5/18/90,DAN E. NITSCHKE,A. J. Sparkman (Reentry),,,372941.0,1,"Minden, W. (Travis Peak 7600)",Rusk,N,N,0.0,0.0,
1,5/8/90,G. L. G. ENERGY,H. J. Schorp,,,,1,Pearsall (Austin Chalk),La Salle,Y,N,2.0,1.0,
3,5/3/90,BERGMAN OPERATING CO.,NOrth Goodrich,,,371301.0,1,Wildcat/Morgans Creek,Polk,Y,N,0.0,0.0,
9,5/2/90,"TRIO OPERATING COMPANY, INC.",Bligh-Loveless Unit,,,371970.0,1,Wildcat,Hardeman,N,N,0.0,0.0,
9,4/13/90,"LANDRUM WEST, INC.",Andrews,,,371867.0,1,,Wilbarger,N,N,0.0,0.0,
3,3/19/90,CAIN CHEMCIAL INC.,Brock,,,,1,Stratton Ridge,Brazoria,Y,N,0.0,0.0,
1,2/21/90,ROBERT S. SPILLER CO.,Briscoe Ranch,,,,1-21,,Zavala,Y,N,0.0,0.0,
8,2/21/90,TEXASGULF INC.,Daltex-Munn & Assoc.,,,371585.0,904CS,,Reeves,N,Y,0.0,0.0,
3,2/6/90,AOP OPERATING CORPORATION,Thelma Solomon Unit,14528.0,,,1,Giddings (Austin Chalk-3),Fayette,Y,N,3.0,0.0,Operator was pulling rods
1,1/26/90,BURK ROYALTY CO.,Thulemeyer Unit,,,365138.0,1,,Wilson,N,Y,0.0,0.0,
3,1/21/90,CONVEST ENERGY CORP.,Hankamer,17049.0,,,7,Gist (Walden),Newton,N,N,0.0,0.0,Producing well
2,1/17/90,"OCCIDENTAL ENERGY COMPANY, INC.",Eaves,119484.0,,,1,"Speaks, SW. (Catahoula)",Lavaca,N,N,0.0,0.0,
3,1/7/90,PG&E RESOURCES COMPANY,Vieman,,,365530.0,1,,Brazoria,N,N,0.0,0.0,
3,12/15/89,CLARENCE F. GRIFFIN,Anderson Lucrese,,,355329.0,1,Boling,Wharton,N,N,0.0,0.0,
6,12/15/89,KERR-MCGEE CORPORATION,C. G. Butler,,,,1,Chapel Hill (Travis Peak),Smith,N,N,0.0,0.0,
9,12/10/89,KADANE OIL COMPANY,Schmoker Lambert Tabor Unit,,,,1,,Hardeman,N,N,0.0,0.0,
8,12/4/89,"IP PETROLEUM COMPANY, INC.",Sugg -B-,31266.0,,,1105,Sugg Ranch (Canyon),Sterling,Y,N,0.0,0.0,
6,11/29/89,UNION PACIFIC RESOURCES COMPANY,Carthage Gas Unit 35,94963.0,,,2,Carthage (Cotton Valley),Panola,N,N,0.0,0.0,
6,11/27/89,PENNZOIL EXPL. & PROD. CO.,Youngblood-Roe,,,,4,Carthage (Cotton Valley),Panola,N,N,0.0,0.0,
9,10/31/89,"TORO PRODUCTION COMPANY, INC.",Jackie Bishop,27571.0,,364545.0,1,Padgitt (Mississippi Lime),Young,N,N,0.0,0.0,
8,10/24/89,"RICHMOND PETROLEUM, INC.",Johnson -86-,,,,7,Wheat (Cherry Canyon),Loving,N,N,0.0,0.0,Shut-in well
1,10/22/89,"MAVERICK PROPERTIES, INC.",Alkek,,,364206.0,2,,Maverick,N,N,0.0,0.0,
3,10/18/89,CONTRACT OPERATOR & LEASE SER.,Gilbert Estate,,,,1-C &T,,Jefferson,N,N,0.0,0.0,SI Well-Hit by tree cutter
3,10/12/89,"D.Y. EXPLORATION, INC.",E. J. Hodge,,,,5,"Hillister, E.",Tyler,N,N,0.0,0.0,
6,9/24/89,THOR OPERATING COMPANY,Gilbert,,,,1,Black Fork,Smith,N,N,0.0,0.0,
3,9/7/89,"PANDA PIPE & EQUIPMENT, INC.",Grinnel-Texas Co,111097.0,,,2,Rainbow Bridge (Hackberry 10170),Jefferson,N,N,0.0,0.0,
3,8/21/89,R & S PRODUCTION CO.,Fuchs,105035.0,,,1,"Louise, North (446O)",Wharton,N,N,0.0,0.0,(Shut-in at time of blowout)
4,7/26/89,TRANSAMERICAN NATURAL GAS CORP.,LaPerla,,,,93,,Zapata,N,N,0.0,0.0,
3,6/29/89,BAYPORT OPERATING CO.,R. M. Wingate,,,359224.0,1,Wildcat,Jefferson,N,N,0.0,0.0,Underground Blowout
3,6/24/89,"PETRUS OIL COMPANY, L.P.",P. Cormier,128496.0,,,1,Newora (Upper Hartburg),Newton,N,N,0.0,0.0,
3,6/16/89,"Brehm Investment Group, Inc.",State of Texas Blk 582-S,74745.0,,,3,Matagorda Island Blk 582-S(M),Matagorda,N,N,0.0,0.0,
7C,6/1/89,MARATHON OIL COMPANY,University,228.0,,,125,Big Lake,Reagan,N,Y,0.0,0.0,
8,5/20/89,N. D. DIXON,White & Baker,,,,2,White & Baker (Grayburg 2OOO),Pecos,N,Y,0.0,0.0,
3,5/16/89,CONQUEST EXPL. CO.,State Tract 440L,77466.0,,,4021,Brazos Block 440 (csd),Jefferson,N,N,0.0,0.0,
6,5/4/89,TEXAS UTILITIES FUEL COMPANY,Texas Utilities Fuel Company,,,,1,Bethal Dome,Anderson,N,N,3.0,0.0,
3,4/10/89,"BILLFISCH EXPLORATION CO., INC.","Lehrer ""C""",,,347827.0,3,Wharco Schilling,Wharton,N,N,0.0,0.0,
7B,3/23/89,"KA-TON PET., INC.",Daugherty,103526.0,,,4,Lee Ray (Ranger),Stephens,N,N,0.0,0.0,
3,3/17/89,"PLAINS RESOURCES, INC.",Southland Paper Mills,120220.0,,,5,Goodrich (4850),Polk,N,N,0.0,0.0,
8,3/7/89,THE THREE-B OIL COMPANY,Heiner,,,354499.0,1,GW (Ellenburger),Pecos,Y,N,0.0,0.0,
6,1/24/89,AMOCO,Verna Gant,,,350938.0,1,Wildcat,Cass,N,?,0.0,0.0,
3,12/13/88,WESLEY EXPLORATION,Imboden,,,,1,Wildcat,Brazoria,N,N,0.0,0.0,
6,12/8/88,SONAT,Womack,,,,5,Wildcat,Panola,Y,N,0.0,0.0,
2,12/8/88,T. C. NOE CO.,O'Connor,,,,28,Huff,Refugio,N,N,0.0,0.0,
8,12/8/88,TXO PRODUCTION CORP.,H. J. Eaton,19928.0,,,2,Fort Stockton (Seven Rivers),Pecos,N,Y,0.0,0.0,
3,11/16/88,FIRST ENERGY CORP.,Carroll Sterling Masterson,,,,1,Fig Ridge,Chambers,N,N,0.0,0.0,(Underground Blowout)
8A,10/26/88,SIETE PETROLEUM CORPORATION,Irish,,,351759.0,1,Wildcat,Kent,N,N,0.0,0.0,
3,10/9/88,BERGMAN OPERATING,"Champion Int'l. ""32O""",,,,3,Goodrich,Polk,N,N,0.0,0.0,
3,10/9/88,"TED R. FERGUSON, INC.",Gus Hoffman,,,,1,Giddings (Austin Chalk-3),Lee,Y,N,2.0,0.0,
3,10/4/88,"CARANCAHUA RESOURCES, INC.",Davis,,,,1 L-20,M-Half Circle,Jefferson,N,N,0.0,0.0,
3,8/25/88,"EXXON COMPANY, U.S.A.","T. L. Smith, Jr.",,,,7,Pledger,Brazoria,N,N,0.0,0.0,
4,8/15/88,SHELL WESTERN E.P.,Holland,,,,1,McAllen Ranch,Hidalgo,N,N,0.0,0.0,
4,7/24/88,SOUTHERN RESOURCES,Welch-Reichardt,,,344454.0,2,Kingsville,Kleberg,N,Y,0.0,0.0,
10,6/21/88,MARSH OPERATING COMPANY,Brotherton,,,,1070,Buffalo Wallow (Granite Wash),Hemphill,N,N,0.0,0.0,NO B.O.P on P&A Job
6,6/3/88,GREENWICH OIL CORP.,Forest Hill/Harris Sand,4778.0,,,82,Forest Hill (Harris Sand),Wood,N,N,0.0,0.0,
6,5/15/88,ALPASO-MANITEX,Camp Missionary Church,,,,,"On 944 SE of Hemphill, TX",Sabine,N,N,0.0,0.0,(WATER WELL BLOWOUT)
6,5/12/88,(WATER WELL),Camp Spring Baptist Church,,,,1,Hemphill,Sabine,N,N,0.0,0.0,
6,5/1/88,"ODEGARD ENERGY, INC.",Arrington,46911.0,,,1,Gilmer (Cotton Valley),Upshur,N,Y,0.0,0.0,
3,3/24/88,CONTINENTAL OIL COMPANY,Drenner,,,,11,S. W. Muldoon,Fayette,N,N,0.0,0.0,
3,3/19/88,"HARRISON INTERESTS, LTD.",Belle Wisdom,3136.0,,,53,Nash Dome,Brazoria,N,N,0.0,0.0,
6,3/8/88,"CHAPARRAL OPERATING, INC.",Wall Unit -A-,1504.0,,,1,Rodessa (Dees Young),Cass,N,N,0.0,0.0,
3,1/26/88,AMOCO PRODUCTION,Treadway Land Company,,,,12,West Beaumont (Miocene 3700),Jefferson,N,N,0.0,0.0,
4,1/19/88,ENERGY SOURCES INC.,Bentsen Tract 2,,,,2,Hinde (Vicksburg),Starr,N,N,0.0,0.0,
6,1/19/88,GREENWICH OIL CORPORATION,Forest Hill/Harris Sand Unit,,,,22,Forest Hill (Harris Sand),Wood,N,N,0.0,0.0,
3,1/19/88,TRILEX ENERGY CORPORATION,Melton NCT,82066.0,,,1,"Hungerford, East (Frio 5050)",Wharton,N,N,0.0,0.0,
4,12/14/87,"TRI-C RESOURCES, Inc.",Welder Ranch,,,338556.0,A-1,North Pasture,San Patricio,N,N,0.0,0.0,
7B,12/12/87,M. O. RIFE,Patterson,,,338608.0,1-C,Wildcat (Conglomerate),Palo Pinto,N,N,0.0,0.0,
7B,12/10/87,SUN EXPL. & PROD. - ABILENE,Robertson CSL,,,338997.0,18,,Eastland,N,N,0.0,0.0,
7B,12/3/87,CENTRAL OIL & GAS,Banks,,,338780.0,2,Wildcat,Eastland,N,N,0.0,0.0,
6,11/18/87,EXXON CO. U.S.A.,Hawkins Field Unit,,,,1253,Hawkins (Woodbine),Wood,N,N,0.0,0.0,Workover rig
8A,11/17/87,"EXXON CORP., THE",Cornell Unit,19453.0,,,30-25,Wasson,Yoakum,N,N,0.0,0.0,(Injection Well)
9,11/8/87,Best Petroleum,Mitchell,,,,1,Wildcat,Jack,N,N,0.0,0.0,
6,10/1/87,EXXON CO. U.S.A.,Hawkins Field Unit,,,,3421,Hawkins,Wood,N,N,0.0,0.0,
8,9/21/87,BENTLEY & LAING,James Neal,,,,3,Coyanosa (Delaware Sd),Pecos,N,N,0.0,0.0,
7B,9/11/87,"H & S PRODUCTION, INC.",Fulgham,,,334127.0,1,Wildcat,Palo Pinto,N,N,0.0,0.0,
3,8/26/87,CAMBRIDGE OIL COMPANY,Longmire,96899.0,,,5,,Montgomery,N,N,0.0,0.0,
4,8/25/87,SHORELINE OPERATING INC.,Hinajosa Unit,,,,1,Amando,Jim Wells,N,N,0.0,0.0,
5,8/17/87,"PETROLEUM UNLIMITED, INC.",Pat Schultz,,,,1,Wildcat,Limestone,Y,N,0.0,0.0,
1,8/14/87,CENTEX OIL & GAS,"McDonald ""A""",10596.0,,,14,Marsha,Bastrop,N,N,0.0,0.0,
8A,7/16/87,STALEY OPERATING CO.,Crump,,,,1,Wildcat (Yates),Floyd,N,N,0.0,0.0,
6,7/7/87,"BOWLES PROPERTIES, INC.",Kelly #1,,,,1,Wildcat,Harrison,N,N,0.0,0.0,
2,6/30/87,PINTEX OPERATING INC.,Wilson,,,,2,Wildcat,Live Oak,N,N,0.0,0.0,
6,6/25/87,GREENWICH OIL CORPORATION,Forest Hill/Harris Sand/Unit,,,,22,Forest Hill (Harris Sand),Wood,N,N,0.0,0.0,
7B,6/22/87,"RUSTON RESOURCES, INC.",Richardson Trust,,,,1,Wildcat,Throckmorton,N,N,0.0,0.0,
3,6/19/87,ARCO OIL & GAS CO.,State Lease 59455,,,,C8,Highland Is. Blk. 24-L (FBJ-KC),Jefferson,N,N,0.0,0.0,
7C,5/22/87,"LAWRENCE, C. F. & ASSOCIATES",Chalmers-Halff,,,,691-C,Fergus (Grayburg Up.),Crockett,N,Y,0.0,0.0,
7B,5/5/87,HILL EXPLORATION,McCrea Heirs,,,,2,,Stephens,N,N,0.0,0.0,
6,4/26/87,CARLESS RESOURCES,C.W. & J.C. Kennedy,,,,2A,Navarro Crossing,Houston,Y,N,0.0,0.0,
1,4/6/87,ANTICOE,Cox,,,,1,Peach Creek,Gonzales,N,N,0.0,0.0,
7C,4/1/87,PECH OIL CO.,University,409.0,,,3,Crockett,Upton,N,N,0.0,0.0,
7B,3/17/87,NORTH RIDGE CORP.,Tindall-I,24152.0,,,1,King-Tindall (Miss.),Eastland,N,N,1.0,0.0,
6,3/12/87,MOBIL PRODUCING TX & NM INC.,Shiloh Upper Pettit Unit,,,,402,Shiloh,Rusk,N,N,0.0,0.0,
3,2/13/87,JANTEX OIL COMPANY,Ptacek Unit,72289.0,,,1,"Hungerford, E. (Miocene 3000)",Wharton,N,N,0.0,0.0,
7C,2/3/87,"THOMPSON, J. CLEO",Clayton-Hemphill,,,,1,Clayton Ranch (Ellen),Crockett,N,Y,0.0,0.0,
7B,1/23/87,TAG PROD. CO.,Derr,,,325159.0,4,Palo Pinto County Regular (Gas),Palo Pinto,N,N,0.0,0.0,
9,12/13/86,"ARCH PETROLEUM, INC.",Learner Heirs,,,,1,,Clay,Y,N,1.0,0.0,
8,12/1/86,"PEARCE, ROY F.",Vera McKeown Et Al,,,,1,Tunstill,Reeves,N,N,0.0,0.0,
8,11/27/86,"TRIPLE J INVESTMENTS, INC.",Bingham,,,,1,Wildcat,Reeves,N,Y,0.0,0.0,
9,11/24/86,OSBORN HEIRS,Ellis-Whaley,24639.0,,,1,Allar (Caddo),Young,N,N,0.0,0.0,
8,11/22/86,"PEARCE, ROY F.",Vera McKeown et al,,,,1,Tunstill,Reeves,N,N,0.0,0.0,
9,11/21/86,MITCHELL ENERGY,Dean Padfield,,,,3,Boonesville,Wise,N,N,0.0,0.0,
7B,11/18/86,KNIGHTSBRIDGE PETROLEUM CORP.,Timely,,,,2,"Sedwick, East (Lake Sand)",Shackelford,N,N,0.0,0.0,
4,11/7/86,MORTIMER EXPLORATION COMPANY,Ringgold Farms,,,,1,Arroyo Los Olmos,Starr,N,N,0.0,0.0,
10,10/23/86,"S & N ENERGIES, INC.",Wilma,,,,2,Panhandle Moore Co.,Moore,Y,Y,0.0,0.0,Well Kicked
3,10/19/86,MOBIL PRODUCING TX & NM INC.,Esperson Moores Bluff,,,,A-168,Esperson Dome,Liberty,N,N,0.0,0.0,
8,10/6/86,BARUCH-FOSTER CORPORATION,Gist,1620.0,,,3SWD,Foster,Ector,N,Y,0.0,0.0,
2,8/11/86,TXO PRODUCTION CORP.,"Williams ""FF""",,,,1,Morales,Jackson,N,N,0.0,0.0,
9,7/4/86,"DUNCAN LAND & EXPLORATION, INC.",Harold Ward,,,,1,,Young,N,N,0.0,0.0,
9,7/3/86,MITCHELL ENERGY CORPORATION,Deaver (Caddo Congl.) Unit,,,,506,Alvord (Caddo Congl.),Wise,N,N,0.0,0.0,
7C,6/25/86,DUNE PETROLEUM CORPORATION,Southland-Noble,,,,1,Wyatt (San Andres),Crockett,N,Y,0.0,0.0,
7B,6/12/86,SOJOURNER DRILLING CORPORATION,Jay (Canyon Lime) Unit,,,,101,Jay (Canyon Lime),Jones,N,N,0.0,0.0,
1,4/22/86,TANA OIL & GAS CORP.,Hostetter,,,,2,Wildcat,McMullen,N,Y,0.0,0.0,
9,3/25/86,"PRODUCERS OPERATING CO., INC.",Rapp-Boone Unit,,,,1,"Caitlin, SW. (Miss.)",Wilbarger,N,N,0.0,0.0,
8,3/19/86,MARATHON,Yates Field Unit,,,,49C7,Yates,Pecos,Y,Y,0.0,0.0,
3,3/13/86,HNG/INTERNORTH GAS MARKETING,Gulf Land & Investment Company,,,,1,Wildcat,Harris,N,N,0.0,0.0,
4,3/5/86,"NEUHAUS, V. F.",Farias Unit,,,,1,Wildcat,Starr,N,N,0.0,0.0,
3,2/17/86,ENDERLI OIL COMPANY,H. Busch,,,,5-B,Goose Creek,Harris,N,N,0.0,0.0,
4,2/8/86,SUN EXPLORATION,Yturria,,,,1,Florez,Hidalgo,N,N,0.0,0.0,
5,1/27/86,TXO,Gail King,,,,2,Bear Grass (Cotton Valley),Leon,N,N,0.0,0.0,
7B,1/14/86,"BAXTER, KELLY H.","Orsborn ""A""",,,,1,Sam W. (Strawn Sd.),Taylor,Y,N,2.0,0.0,
1,1/13/86,LAMBERT HOLLUB DRILLING CO.,Bird,,,,1,Wildcat,Wilson,N,Y,0.0,0.0,
2,1/11/86,"TRI-C RESOURCES, INC.",Halbouty et al,,,,1,Cordelle,Jackson,Y,N,0.0,0.0,
3,1/8/86,TEXASGULF CHEMICALS CO.,Chase & Hughes,,,,2340,Boling Dome,Wharton,Y,N,0.0,0.0,
9,1/5/86,KWAN-MOR EXPLORATION INC.,Dale T. Rowe,,,,1,,Young,N,N,0.0,0.0,
3,1/3/86,FIRST UNITED OIL & GAS CORP.,Cities Service,,,,3,S. Liberty,Liberty,Y,N,0.0,0.0,
7B,12/23/85,RICHEY & COMPANY INC.,Ora B. Jones,,,,3,HPC (Congl.) & Adam (Duffer),Eastland,N,N,0.0,0.0,
4,12/17/85,"ENTERPRISE ROYALTY, INC.",Ploug Gas Unit,,,,2,Ricardo N. E. (Wildcat),Kleberg,Y,N,0.0,0.0,
3,12/10/85,"HOUSTON O & G COMPANY, INC.",Ekvall-Menefee G. U.,,,,2,Menefee (Frio 5300),Wharton,N,N,0.0,0.0,
3,12/4/85,"KP EXPLORATION, INC.",Wood A-1,18132.0,,,A-1,Dyersdale,Harris,N,N,0.0,0.0,
1,11/27/85,B. H. P. PETROLEUM COMPANY,J. T. Wilson,,,,3,Pearsall (Austin Chalk),La Salle,Y,Y,0.0,0.0,
7B,11/6/85,RICHEY & COMPANY INC.,Ora B. Jones,,,,3,HPC (Congl.) & Adam (Duffer),Eastland,N,N,0.0,0.0,
3,11/6/85,TXO PRODUCTION CORPORATION,Liberty Townsite,,,,2,Liberty,Liberty,N,N,0.0,0.0,(2nd Blowout)
9,10/22/85,"DALLAS ROYALTY, INCORPORATED",Hawley,,,,1,,Jack,N,N,0.0,0.0,
1,10/18/85,RHOME,C. Kreffer,,,,8,Wildcat,Zavala,Y,N,0.0,0.0,
1,10/16/85,MID-TEXAS RESOURCES,Morris,,,,10,Von Ormy,Bexar,Y,N,1.0,0.0,
2,9/23/85,SUN EXPL. & PROD.,Janek,,,,1,Word,Lavaca,Y,Y,0.0,0.0,
3,9/18/85,TXO PRODUCTION CORPORATION,Liberty Townsite,,,,1,Liberty,Liberty,N,N,0.0,0.0,
2,8/23/85,"McCARTER, W. B., JR.",Dudley J. Campbell,,,281612.0,1,Wildcat,Refugio,N,N,0.0,0.0,
6,8/20/85,"HAYWOOD, RICE & WILLIAMS",Blackburn,282622.0,,,1,(Water Supply Well),Marion,N,N,0.0,0.0,
3,8/17/85,ANDRESS PRODUCTION,Alec Vincent,,,,1,Wildcat,Jefferson,N,N,0.0,0.0,
4,8/6/85,G H R ENERGY,Munoz,,,,1,Wildcat,Zapata,N,N,0.0,0.0,(2nd Blowout)
9,7/26/85,ROYE OPERATING COMPANY,Wadley,,,,1,Wildcat,Young,N,N,0.0,0.0,
4,7/25/85,G H R ENERGY,Munoz,,,,1,Wildcat,Zapata,N,N,0.0,0.0,
9,7/19/85,ECHO PRODUCTION COMPANY,Graham National Bank,,,,2,Wildcat,Young,Y,N,0.0,0.0,
8,7/11/85,ATLAS ENERGY,East Westbrook Unit,,,,1211,Westbrook,Mitchell,N,N,0.0,0.0,
3,7/8/85,WCS OIL AND GAS CORPORATION,Walther,18440.0,,,1,Giddings (A/C - 3),Lee,N,N,0.0,0.0,
8A,7/6/85,WHEELER OIL COMPANY,Maggie Riggs,,,,2W,Guinn (San Andres),Lynn,Y,N,0.0,0.0,
3,7/3/85,"HUBER, J. M. CORPORATION",Pekar,,,,1,Wildcat,Brazoria,N,N,0.0,0.0,
7C,6/27/85,"ANDERSON, JAMES K., INC.",Parramore,5121.0,,,2,Chayo (3750 Palo Pinto),Runnels,N,N,0.0,0.0,
3,6/6/85,PHILLIPS OIL COMPANY,"Aylor ""A""",,,,1,"Cooley (13,000)",Fort Bend,N,N,0.0,0.0,
2,6/6/85,SPARTA PETROLEUM CORPORATION,Oscar Stridde G. U.,,,,1,Bob Cat (Olmos),Live Oak,Y,Y,1.0,0.0,
3,5/31/85,SUE-ANN OIL AND GAS COMPANY,Tyler-Cockburn,,,,1,Magnet Withers,Wharton,N,N,0.0,0.0,
8,5/30/85,HILLIARD OIL & GAS,"Sealy Smith ""A""",23417.0,,,3,Darmer (Canyon),Winkler,N,N,0.0,0.0,
5,4/29/85,GOODRICH OIL COMPANY,Jackson B,,,,1,Box Church,Limestone,N,N,0.0,0.0,
4,4/29/85,GULF ENERGY PRODUCTION COMPANY,Felix Ramos,267070.0,,,1,Wildcat,Zapata,N,N,0.0,0.0,
8,4/26/85,TENNECO OIL COMPANY,"Plumer ""2""",,,,1,Wildcat,Culberson,Y,N,0.0,0.0,
8,4/20/85,WESTLAND OIL DEVELOPMENT,"Nell Harrison ""28""",,,,1,Haley (Morrow),Loving,Y,N,0.0,0.0,
1,4/17/85,"JONES, W. D. BUDDY",J. K. Burr,,,,1,Wipff,Maverick,N,N,0.0,0.0,
5,4/13/85,CONOCO,Morgan Creek Village,,,,1,,Robertson,N,N,0.0,0.0,Controlled Blowout
8A,3/20/85,KANEB PRODUCTION COMPANY,King,,,,1,"Loop, NE (Yates)",Gaines,N,N,0.0,0.0,
9,3/13/85,MITCHELL ENERGY,C. A. Lawrence,,,,14,"Boonsville (Bend Congl., Gas)",Wise,N,N,0.0,0.0,
3,2/25/85,OWL PETROLEUM COMPANY,G. H. Harfst Jr. G. U. No. 4,,,,1,Black Owl,Wharton,N,N,0.0,0.0,
8,2/23/85,GREAT WESTERN DRILLING COMPANY,Adcock Zant,,,,11-2,Dewey Lake (Fusselman),Glasscock,Y,Y,0.0,0.0,
6,2/19/85,TEXAS INTERNATIONAL COMPANY,Weldon Kelley,,,,1,Talco,Franklin,N,N,0.0,0.0,
8A,2/11/85,CHEVRON USA INC.,SACROC Unit,,,,293-4,Kelly Snyder,Scurry,N,N,0.0,0.0,
8,2/9/85,"MID-AMERICAN PETROLEUM, INC.","University Bower ""C""",,,,1O6-P,"Taylor-Link, West (San Andres)",Pecos,Y,Y,0.0,0.0,
2,2/4/85,FLYNN ENERGY CORPORATION,Houdmann-Buxkamper,,,,1,"Cooley (13,000)",Live Oak,Y,N,0.0,0.0,
3,1/27/85,WILLIAMS EXPLORATION COMPANY,Choate Fee,,,,7,Batson,Hardin,N,Y,0.0,0.0,
3,1/17/85,TEXACO,R. A. Walters,,,,8,Thompson,Fort Bend,N,N,0.0,0.0,
8A,1/11/85,"CARAVELLE, INCORPORATED",White,,,,8,Welch,Terry,N,N,0.0,0.0,
10,1/7/85,KERR-MCGEE CORPORATION,Gray,32019.0,,,2,Kiowa Creek (Douglas),Lipscomb,N,N,0.0,0.0,Plunger Lift Failed
3,1/5/85,MUELLER ENGINEERING CORP.,Pryor Trust,,,,1,Bonus,Wharton,N,N,0.0,0.0,
8,1/3/85,SOHIO PETROLEUM COMPANY,Gills 8-1,,,,1,Wildcat (controlled blowout),Loving,Y,N,0.0,0.0,
3,1/1/85,"HILTY INTERESTS, INC.",Pennzoil,,,,1,N. Houston,Harris,N,N,0.0,0.0,
3,12/22/84,TEXACO INCORPORATED,Pierce Estates,,,,C-156,Magnet Withers (M-7),Wharton,N,N,0.0,0.0,
3,12/13/84,"CEDAR HILL PETROLEUM, INC.",Mikeska,,,,1,Giddings (Austin Chalk),Fayette,Y,N,0.0,0.0,
3,11/17/84,"EXXON COMPANY, U.S.A.",A. D. Middleton,,,,30,Anahuac,Chambers,N,N,0.0,0.0,
10,11/12/84,"TEEPLES OIL & GAS, INC.",Cal-Merchant,,,,1-38,Panhandle Hutchinson,Hutchinson,N,N,0.0,0.0,B.O.P failed
2,11/9/84,CITIES SERVICE OIL & GAS,Novian,,,,1,Toro-Grande,Jackson,N,N,0.0,0.0,
1,11/8/84,"E-COR, INCORPORATED",Lee Ranch,,,,JO71,Lee Ranch,Zavala,N,N,0.0,0.0,
3,11/8/84,"EXXON COMPANY, U.S.A.",Exxon-West Fee B (Water Well),,,,4018,Webster,Harris,N,N,0.0,0.0,
2,11/4/84,RINCON PETROLEUM CORPORATION,Jewel May,,,,1,Blanconia,Bee,Y,N,1.0,0.0,
3,10/24/84,XRAL STORAGE & TERMINALING CO.,Xral Mt. Belvieu Terminal,,,,11&12,Barbers Hill (Storage Cavern),Chambers,Y,N,0.0,0.0,
3,10/19/84,GEO SOUTHERN ENERGY CORP.,Olga,,,,1,Giddings,Fayette,N,N,0.0,0.0,
6,9/12/84,TXO PRODUCTION CORP.,"Spencer ""B""",,,,1,(Smackover),Camp,N,Y,0.0,0.0,
7C,8/31/84,"WEATHERBEE, PAUL OR P D PETRO",Fuller,8577.0,,,2,Henson (Morris),Runnels,N,N,0.0,0.0,
4,8/14/84,MARATHON OIL COMPANY,M. K. & L. B. Cole,,,,A-1,"White Point, East",San Patricio,N,N,0.0,0.0,
4,8/13/84,EXXON COMPANY USA,Baffin Bay Gas Unit 2,,,,2,Wildcat - Baffin Bay,Kenedy,N,N,0.0,0.0,
9,8/12/84,"HANEY, JUNIOR DRILLING",Bob Brown (246346),,,,1B,Wildcat,Clay,N,N,0.0,0.0,
3,8/12/84,"SANTA FE MINERALS, INC.",Sam,,,,1,Giddings,Lee,Y,N,0.0,0.0,
5,8/6/84,CHAMPLIN PETROLEUM,Southwest University,,,,1,Wildcat,Freestone,N,N,0.0,0.0,
3,8/1/84,MOBIL PRODUCING TX & NM INC.,Cornelius Mitchell,,,,4,Raywood (Vicksburg),Liberty,N,N,0.0,0.0,
1,7/15/84,LITTLE OIL & GAS COMPANY,Huff,,,,1,Wildcat,McMullen,N,N,0.0,0.0,
9,7/13/84,MITCHELL ENERGY,S. E. Worthington,,,,2,"Boonsville (Bend Congl., Gas)",Wise,N,N,0.0,0.0,
6,7/10/84,MILLWOOD ENERGY COMPANY,V. O. Fuller,,,,2,Itex (Rodessa),Panola,N,N,0.0,0.0,
3,7/8/84,GENERAL PRODUCTION COMPANY,Chanie Collier Unit,,,,1,Giddings (Buda),Lee,N,N,0.0,0.0,
8,7/2/84,TEXACO,"Sterling ""G""",24811.0,,,6,Conger (Penn.),Sterling,N,N,0.0,0.0,
7B,6/19/84,BENTLEY OIL & GAS COMPANY,"Davis ""AC""",19902.0,,,4,"Box Springs, S. E. (Congl.)",Throckmorton,N,N,0.0,0.0,
3,6/15/84,LADD PETROLEUM CORPORATION,Norman Lutringer,,,,1,Lakeview,Wharton,Y,N,0.0,0.0,
4,6/5/84,G H R ENERGY (Trans American),Lundell,,,,18,Cato Creek,Webb,N,N,0.0,0.0,
6,6/5/84,"GOLDSMITH, J. PAUL",A. T. Mast,,,,1,,Rusk,N,N,0.0,0.0,
3,5/26/84,AMINOIL,Zdunkawicz,,,,1,Wildcat,Fort Bend,N,N,0.0,0.0,
6,5/25/84,J-W OPERATING,H. H. Dailey,,,,3,Navarro Crossing,Houston,N,N,0.0,0.0,
